pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAR81052,8,0,2009,CHOW TEWA MEIN,ST,Arunachal_Pradesh,CHOWKHAM,INC,BJP,6279,M,1,8,TRUE,TRUE,60.95,2256,21.9,66,,5,8
AEAR81052,9,0,2014,CHOW TEWA MEIN,ST,Arunachal_Pradesh,CHOWKHAM,INC,INC,5578,M,1,8,FALSE,TRUE,55.69,2894,28.89,71,,5,8
AEAR81056,9,0,2014,ZINGNU NAMCHOOM,ST,Arunachal_Pradesh,NAMSAI,INC,,10402,M,1,1,FALSE,FALSE,61.55,4311,25.51,37,,1,1
AEAR81058,4,0,1990,CHOWNA MEIN,,Arunachal_Pradesh,LEKANG,JD,,3996,M,2,6,FALSE,FALSE,48.9,0,0,,,5,6
AEAR81058,5,0,1995,CHOWNA MEIN,,Arunachal_Pradesh,LEKANG,JD,JD,5913,M,1,6,FALSE,FALSE,60.12,1990,20.23,,,5,6
AEAR81058,6,0,1999,CHOW NA MEIN,,Arunachal_Pradesh,LEKANG,INC,JD,5482,M,1,6,TRUE,TRUE,53.68,752,7.36,,,5,6
AEAR81058,7,0,2004,CHOWNA MEIN,ST,Arunachal_Pradesh,LEKANG,INC,INC,5091,M,1,6,FALSE,TRUE,52.1,3018,30.88,56,,5,6
AEAR81058,8,0,2009,CHOWNA MEIN,ST,Arunachal_Pradesh,LEKANG,INC,INC,6896,M,1,6,FALSE,TRUE,56.97,2946,24.34,59,,5,6
AEAR81058,9,0,2014,CHOWNAMEIN,ST,Arunachal_Pradesh,LEKANG,INC,INC,6337,M,1,6,FALSE,TRUE,47.46,1179,8.83,64,,5,6
AEAR81059,5,0,1995,BIDA TAKU,,Arunachal_Pradesh,SEPPA EAST,JP,,3193,M,1,3,FALSE,FALSE,45.73,1131,16.2,,,1,3
AEAR81059,6,0,1999,BIDA TAKO,,Arunachal_Pradesh,SEPPA EAST,INC,JP,3066,M,2,3,TRUE,TRUE,46.76,0,0,,,1,3
AEAR81059,9,0,2014,BIDATAKU,ST,Arunachal_Pradesh,LEKANG,PPA,INC,5158,M,2,3,TRUE,FALSE,38.63,3866,28.96,50,,1,3
AEAR81060,9,0,2014,TAPEBAGRA,ST,Arunachal_Pradesh,LEKANG,BJP,,1292,M,3,1,FALSE,FALSE,9.68,1056,7.91,60,,,1
AEAR81067,5,0,1995,KAMLUNG MOSANG,,Arunachal_Pradesh,MIAO,IND,,4210,M,2,5,FALSE,FALSE,40.68,0,0,,,3,5
AEAR81067,6,0,1999,KAMLUNG MOSANG,,Arunachal_Pradesh,MIAO,IND,IND,4973,M,2,5,FALSE,FALSE,48.25,0,0,,,3,5
AEAR81067,7,0,2004,KAMLUNG MOSSANG,ST,Arunachal_Pradesh,MIAO,INC,IND,5587,M,1,5,FALSE,FALSE,53.09,651,6.19,42,,3,5
AEAR81067,8,0,2009,KAMLUNG MOSANG,ST,Arunachal_Pradesh,MIAO,INC,INC,9151,M,1,5,FALSE,TRUE,59.69,2971,19.38,47,,3,5
AEAR81067,9,0,2014,KAMLUNG MOSANG,ST,Arunachal_Pradesh,MIAO,INC,INC,8806,M,1,5,FALSE,TRUE,62.88,3824,27.31,52,,3,5
AEAR81068,9,0,2014,CHOMJONG HAIDLEY,ST,Arunachal_Pradesh,MIAO,BJP,,4982,M,2,1,FALSE,FALSE,35.58,4766,34.03,46,,,1
AEAR81069,9,0,2014,LAISAM SIMAI,ST,Arunachal_Pradesh,NAMPONG,BJP,,3529,M,1,1,FALSE,FALSE,49.52,203,2.85,39,,1,1
AEAR81072,4,0,1990,PHOSUM KHIMHUN,,Arunachal_Pradesh,CHANGLANG NORTH,IND,,1359,M,3,5,FALSE,FALSE,27.8,1332,27.25,,,4,5
AEAR81072,6,0,1999,PHOSUM KHIMHUN,,Arunachal_Pradesh,CHANGLANG SOUTH,INC,IND,2122,M,1,5,FALSE,FALSE,60.05,710,20.09,,,4,5
AEAR81072,7,0,2004,PHOSUM KHIMHUN,ST,Arunachal_Pradesh,CHANGLANG SOUTH,IND,INC,1994,M,1,5,FALSE,TRUE,50.04,3,0.08,40,,4,5
AEAR81072,8,0,2009,PHOSUM KHIMHUN,ST,Arunachal_Pradesh,CHANGLANG SOUTH,INC,IND,2904,M,1,5,FALSE,TRUE,67.55,1954,45.45,44,,4,5
AEAR81072,9,0,2014,PHOSUM KHIMHUM,ST,Arunachal_Pradesh,CHANGLANG SOUTH,INC,INC,3235,M,1,5,FALSE,TRUE,70.82,1994,43.65,48,,4,5
